NUM. ORDEM,NOME,DATA NASCIMENTO,IDADE,FAIXA,GÊNERO,ESTADO CIVIL,CIDADE,Bairro,Profissão,FILHOS,CPF,NPS,Tipo Cliente,pofem29633@1heizi.com
21,Maria Clara Torres,10/25/1969,52,maior que 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Ernesto Geisel,aposentado,0,99021,5,,pofem29633@1heizi.com
22,Maria Helena Pontes,8/2/1962,59,maior que 50 anos,FEMININO,DIVORCIADO,JOÃO_PESSOA,Funcionários,aposentado,2,99022,8,,pofem29633@1heizi.com
24,Geane Belo,7/29/1998,23,18 a 30 anos,FEMININO,DIVORCIADO,JOÃO_PESSOA,Gramame,Diarista,1,99024,6,,pofem29633@1heizi.com
25,Allana Araújo,3/21/1975,46,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Grotão,Vendedor (a),2,99025,1,,pofem29633@1heizi.com
26,Bianca Araújo,11/27/1960,61,maior que 50 anos,FEMININO,DIVORCIADO,JOÃO_PESSOA,Jardim Cidade Universitária,aposentado,2,99026,1,,pofem29633@1heizi.com
27,Cinthia Carla,4/14/1962,60,maior que 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Jardim São Paulo,aposentado,0,99027,7,,pofem29633@1heizi.com
28,Reny Gleicy Marculino,2/18/1985,36,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,João Paulo II,Enfermeiro,1,99028,5,,pofem29633@1heizi.com
29,Jennefer Olegário,11/4/1986,35,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,José Américo,comerciante,2,99029,2,,pofem29633@1heizi.com
31,Kassia Brito,6/14/1978,43,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Mangabeira,Balconista,5,99031,3,,pofem29633@1heizi.com
32,Janaina Belo,11/26/1964,57,maior que 50 anos,FEMININO,VIÚVO,JOÃO_PESSOA,Água Fria,Enfermeiro,2,99032,6,,pofem29633@1heizi.com
33,Josielison Pereira,4/15/1975,46,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Anatólia,Bancário,1,99033,2,,pofem29633@1heizi.com
35,Cristovão Lucena,11/2/1997,23,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Bairros das Indústrias,Estudante,0,99035,3,,pofem29633@1heizi.com
36,Maria de Fátima Cavalcante,6/15/1982,39,31 a 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Bancários,Balconista,2,99036,10,,pofem29633@1heizi.com
38,Jonas Luna,8/16/1978,43,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cidade dos Colibris,Promotor de Vendas,1,99038,2,,pofem29633@1heizi.com
39,Leonardo Rosas,9/15/1966,55,maior que 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Cidade Verde,Vendedor (a),2,99039,1,,pofem29633@1heizi.com
40,Júlio Guimarães,9/26/1988,33,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Colinas do Sul,Dentista,0,99040,4,,pofem29633@1heizi.com
41,Claudia Pereira,9/13/1996,25,18 a 30 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Costa e Silva,médico,0,99041,8,,pofem29633@1heizi.com
43,Aparecida Araújo,4/17/1997,24,18 a 30 anos,FEMININO,CASADO,JOÃO_PESSOA,Cuiá,Diarista,4,99043,2,,pofem29633@1heizi.com
44,Juliana Albuquerque,5/17/1964,57,maior que 50 anos,FEMININO,VIÚVO,JOÃO_PESSOA,Distrito Industrial,comerciante,3,99044,3,,pofem29633@1heizi.com
46,Eduardo Petrelly,3/3/1943,79,maior que 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Ernâni Sátiro,aposentado,2,99046,5,,pofem29633@1heizi.com
48,Joel Cavalcante,7/20/1961,60,maior que 50 anos,MASCULINO,SEPARADO,JOÃO_PESSOA,Ernesto Geisel,Professor,3,99048,9,,pofem29633@1heizi.com
49,Joherbson Calixto,10/1/1995,26,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Funcionários,Personal Treiner,0,99049,7,,pofem29633@1heizi.com
50,CAIO CESAR CUNHA,12/13/1993,27,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Gramame,Estudante,0,99050,9,,pofem29633@1heizi.com
52,DANIELLY COSTA,9/2/1968,53,maior que 50 anos,FEMININO,DIVORCIADO,JOÃO_PESSOA,Grotão,aposentado,3,99052,8,,pofem29633@1heizi.com
55,GEAZY NEVES COSTA,4/25/1957,65,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Jardim Cidade Universitária,Dentista,1,99055,9,,pofem29633@1heizi.com
56,GLORIA STHEFFANIE BARBOSA,7/8/1994,27,18 a 30 anos,FEMININO,SEPARADO,JOÃO_PESSOA,Jardim São Paulo,médico,1,99056,9,,pofem29633@1heizi.com
57,JENNYFER CRISTINA SANTOS,11/8/1987,34,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,João Paulo II,Agricultor,2,99057,9,,pofem29633@1heizi.com
58,JOAO LUCAS PEREIRA,8/24/1994,27,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,José Américo,Estudante,0,99058,8,,pofem29633@1heizi.com
59,JOHERBSON COELHO,6/13/1936,86,maior que 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Mangabeira,aposentado,2,99059,1,,pofem29633@1heizi.com
60,JONATAS GUEDES MUNIZ,11/23/1937,84,maior que 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Água Fria,aposentado,2,99060,5,,pofem29633@1heizi.com
63,JOSE NOBERTO MARTINS,7/8/1940,82,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Anatólia,aposentado,2,99063,2,,pofem29633@1heizi.com
64,LEANDRO QUEIROZ AGUIAR,10/27/1988,33,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Bairros das Indústrias,Personal Treiner,0,99064,3,,pofem29633@1heizi.com
66,LUCAS HONORATO ROCHA,4/3/1979,42,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Bancários,Balconista,1,99066,4,,pofem29633@1heizi.com
67,LUCAS MAGNO PEREIRA,4/29/1956,66,maior que 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Cidade dos Colibris,comerciante,2,99067,6,,pofem29633@1heizi.com
70,MARILIA KAROL PONTES,10/26/1977,44,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Cidade Verde,Dentista,4,99070,3,,pofem29633@1heizi.com
71,MATHEUS SILVA,5/4/1942,80,maior que 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Colinas do Sul,aposentado,3,99071,8,,pofem29633@1heizi.com
73,PEDRO PAULO PIMENTEL,3/26/2003,18,Até 18 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Costa e Silva,Estudante,0,99073,10,,pofem29633@1heizi.com
75,RICARDO JORGE CABRAL,2/17/2003,18,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Cuiá,Estudante,0,99075,6,,pofem29633@1heizi.com
77,SHERLA SHAUANE SANTOS,8/29/1968,53,maior que 50 anos,FEMININO,DIVORCIADO,JOÃO_PESSOA,Distrito Industrial,aposentado,2,99077,4,,pofem29633@1heizi.com
78,WILLIAN LUCAS NASCIMENTO,1/12/1982,39,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Ernâni Sátiro,Professor,1,99078,2,,pofem29633@1heizi.com
79,WLLISES VICENTE DINIZ,10/10/1947,74,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Ernesto Geisel,Personal Treiner,1,99079,4,,pofem29633@1heizi.com
80,ELIANA JORDANA COSTA,5/17/1970,51,maior que 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Funcionários,Professor,2,99080,7,,pofem29633@1heizi.com
81,ADRIANO SILVA,10/7/1938,83,maior que 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Gramame,aposentado,2,99081,1,,pofem29633@1heizi.com
82,ALESSANDRO FERREIRA,7/14/1958,63,maior que 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Grotão,comerciante,3,99082,4,,pofem29633@1heizi.com
85,CALINE MARIA PEREIRA,6/21/1961,60,maior que 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Jardim Cidade Universitária,Dentista,0,99085,5,,pofem29633@1heizi.com
86,CLAUDIO BOSTON,9/2/2000,21,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Jardim São Paulo,Estudante,0,99086,0,,pofem29633@1heizi.com
87,CLAUDIO LIMA,10/18/1941,80,maior que 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,João Paulo II,aposentado,4,99087,8,,pofem29633@1heizi.com
88,DANIEL TANER,6/11/1958,63,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,José Américo,Diarista,2,99088,4,,pofem29633@1heizi.com
89,DAVISON PIRES,1/8/1967,55,maior que 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Mangabeira,comerciante,0,99089,9,,pofem29633@1heizi.com
90,DIEGO BORGES,3/13/1941,81,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Água Fria,aposentado,3,99090,6,,pofem29633@1heizi.com
91,EDUARDO PINTO,4/6/1987,34,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Anatólia,Personal Treiner,1,99091,5,,pofem29633@1heizi.com
94,GABRIEL SILVA,9/4/1949,72,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Bairros das Indústrias,Personal Treiner,1,99094,8,,pofem29633@1heizi.com
95,GLEICY ARAÚJO,6/3/1995,26,18 a 30 anos,FEMININO,CASADO,JOÃO_PESSOA,Bancários,Vendedor (a),2,99095,2,,pofem29633@1heizi.com
96,ISAC SOUZA,5/19/1945,77,maior que 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Cidade dos Colibris,aposentado,1,99096,6,,pofem29633@1heizi.com
97,JAIR GONÇALVES SANTOS,2/26/1988,33,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Cidade Verde,Vendedor (a),0,99097,1,,pofem29633@1heizi.com
98,JAMILA SOARES FAUSTO,7/15/1974,47,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Colinas do Sul,Personal Treiner,3,99098,10,,pofem29633@1heizi.com
100,JHEISON WILLIAN FERREIRA,7/30/1935,87,maior que 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Costa e Silva,aposentado,3,99100,6,,pofem29633@1heizi.com
101,JOÃO BATISTA ALENCAR,2/6/1992,29,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Cuiá,Bancário,0,99101,10,,pofem29633@1heizi.com
103,JORGE LUIZ FERREIRA,7/9/1966,55,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Distrito Industrial,Cozinheiro,2,99103,3,,pofem29633@1heizi.com
107,JOSÉ VICTOR GOMES,4/21/1945,77,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Ernâni Sátiro,aposentado,2,99107,4,,pofem29633@1heizi.com
110,KATHIANE JAILSA MENDES,9/12/1959,62,maior que 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Ernesto Geisel,Vendedor (a),1,99110,1,,pofem29633@1heizi.com
113,MALRICARLOS PEREIRA SILVA,1/12/1980,42,31 a 50 anos,MASCULINO,SEPARADO,JOÃO_PESSOA,Funcionários,comerciante,1,99113,8,,pofem29633@1heizi.com
115,MANOEL SIMPLICIO EVESDA SILVA NETO,7/26/2001,20,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Gramame,Estudante,0,99115,0,,pofem29633@1heizi.com
116,MARIA JESSICA FERREIRA,5/26/2002,19,18 a 30 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Grotão,Estudante,0,99116,10,,pofem29633@1heizi.com
119,MILENESILVA PAES,4/30/1999,22,18 a 30 anos,FEMININO,CASADO,JOÃO_PESSOA,Jardim Cidade Universitária,Recepcionista,0,99119,4,,pofem29633@1heizi.com
120,NYVIA SHAYELLY SANTOS,7/27/1969,52,maior que 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Jardim São Paulo,Recepcionista,1,99120,7,,pofem29633@1heizi.com
122,RENATHA CRISTINA TAVARES,4/12/1983,38,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,João Paulo II,Enfermeiro,2,99122,4,,pofem29633@1heizi.com
123,ROBERTO KEVEN FREITAS,4/23/1969,52,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,José Américo,COMERCIANTE,1,99123,0,,pofem29633@1heizi.com
126,SANDRA MARA ALAMO,9/9/1966,55,maior que 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Mangabeira,Enfermeiro,2,99126,1,,pofem29633@1heizi.com
127,THALLISON TARCÍSIO FILHO,3/25/1944,78,maior que 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Água Fria,aposentado,3,99127,2,,pofem29633@1heizi.com
132,ABDERMAN Castro,3/14/2000,21,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,Bancários,Vendedor (a),0,,5,,pofem29633@1heizi.com
137,ABEDIAS Cardoso,12/10/1998,22,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,Ernâni Sátiro,Agricultor,0,,7,,pofem29633@1heizi.com
139,ADEBAL Ribeiro,5/3/1998,23,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,Ernesto Geisel,Empresário,1,,8,,pofem29633@1heizi.com
151,ABDISIO Monteiro,4/4/1995,26,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cuiá,médico,2,,6,,pofem29633@1heizi.com
153,ABDER Dias,10/11/1994,27,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,Bairros das Indústrias,Enfermeiro,2,,8,,pofem29633@1heizi.com
155,ABDIA Cardoso,6/24/1994,27,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cidade Verde,Vendedor (a),0,,2,,pofem29633@1heizi.com
156,ADER Dias,5/9/1994,27,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Costa e Silva,Estudante,0,,2,,pofem29633@1heizi.com
158,5973 Silva,3/17/1994,27,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Cuiá,Estudante,0,,6,,pofem29633@1heizi.com
163,ABDI Campos,7/5/1992,29,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cidade dos Colibris,Personal Treiner,1,,4,,pofem29633@1heizi.com
164,ADENILDO Santos,4/25/1992,29,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,João Paulo II,Dentista,1,,9,,pofem29633@1heizi.com
166,ABDIEL Monteiro,8/24/1990,31,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cuiá,Vendedor (a),1,,7,,pofem29633@1heizi.com
167,ABELARDO Cardoso,7/15/1990,31,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Mangabeira,Vendedor (a),2,,3,,pofem29633@1heizi.com
169,ABDNEGO Mendes,11/27/1989,31,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Água Fria,Promotor de Vendas,0,,1,,pofem29633@1heizi.com
170,ABELARD Castro,3/4/1998,23,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,João Paulo II,Estudante,0,,0,,pofem29633@1heizi.com
175,ARAO Souza,9/26/1999,22,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Anatólia,Estudante,0,,8,,pofem29633@1heizi.com
177,ADEMOR Gomes,7/12/1986,35,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Gramame,Administração Pública,1,,5,,pofem29633@1heizi.com
178,ABADIO Nascimento,6/18/1986,35,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cuiá,Agronegócios e Agropecuária,3,,9,,pofem29633@1heizi.com
183,ABDENIGO Pinto,10/25/1984,37,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Gramame,Comércio Exterior,0,,10,,pofem29633@1heizi.com
184,ABDER Alves,7/5/1984,37,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Costa e Silva,Defesa e Gestão Estratégica Internacional,0,,6,,pofem29633@1heizi.com
194,ADILHO Lima,6/19/1980,41,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Distrito Industrial,Logística,3,,4,,pofem29633@1heizi.com
195,ADA Santos,5/18/1980,41,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Bancários,Marketing,0,,8,,pofem29633@1heizi.com
196,ABDENICO Barbosa,5/18/1980,41,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Funcionários,Negócios Imobiliários,3,,7,,pofem29633@1heizi.com
197,ADEILDO Barbosa,2/13/1980,41,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,João Paulo II,Pilotagem profissional de aeronaves,1,,9,,pofem29633@1heizi.com
200,ADELMA Nascimento,1/6/1979,43,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cuiá,Turismo,0,,9,,pofem29633@1heizi.com
201,ABILIO Pereira,8/9/1978,43,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cidade Verde,Administração,1,,6,,pofem29633@1heizi.com
204,ABDO Barros,4/12/1978,43,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Anatólia,Ciências Aeronáuticas,2,,2,,pofem29633@1heizi.com
221,ACIDE Oliveira,1/29/1970,52,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Bancários,Negócios Imobiliários,2,,1,,pofem29633@1heizi.com
222,ABADIAS Almeida,8/16/1969,52,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Costa e Silva,Pilotagem profissional de aeronaves,1,,2,,pofem29633@1heizi.com
225,ABDIEL Alves,4/18/1967,54,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Costa e Silva,Turismo,0,,7,,pofem29633@1heizi.com
227,ABDU Moura,2/12/1967,55,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cidade Verde,Vendedor (a),0,,4,,pofem29633@1heizi.com
230,ABDENAGO Barros,9/9/1997,24,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Ernâni Sátiro,Estudante,0,,1,,pofem29633@1heizi.com
231,ABDON Freitas,9/9/1997,24,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Bairros das Indústrias,Estudante,0,,7,,pofem29633@1heizi.com
233,ABADE Oliveira,9/9/1997,24,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Cidade dos Colibris,Estudante,0,,9,,pofem29633@1heizi.com
235,ABENAIAS Silva,9/9/1997,24,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Grotão,Estudante,0,,9,,pofem29633@1heizi.com
238,ADECIO Castro,5/5/1964,57,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Cuiá,médico,1,,8,,pofem29633@1heizi.com
240,ABDALA Gomes,1/1/1963,59,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Bancários,Enfermeiro,1,,8,,pofem29633@1heizi.com
244,ADENIR Pereira,9/9/1997,24,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Mangabeira,Estudante,0,,4,,pofem29633@1heizi.com
249,ADEMIL Carvalho,3/20/1959,63,maior que 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Funcionários,Empresário,0,,9,,pofem29633@1heizi.com
250,ACIEL Almeida,11/3/1994,26,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,Colinas do Sul,Personal Treiner,1,,10,,pofem29633@1heizi.com
251,ACELINO Monteiro,9/15/1991,30,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,João Paulo II,Dentista,1,,9,,pofem29633@1heizi.com
252,ACELIO Mendes,6/10/1983,38,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,José Américo,Vendedor (a),0,,9,,pofem29633@1heizi.com
253,ACILON Freitas,10/20/1989,32,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Jardim Cidade Universitária,Vendedor (a),3,,4,,pofem29633@1heizi.com
254,330 Barbosa,9/17/1989,32,31 a 50 anos,MASCULINO,CASADO,JOÃO_PESSOA,Jardim São Paulo,Vendedor (a),3,,3,,pofem29633@1heizi.com
255,ACIEL Cardoso,4/12/1983,38,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Bancários,Vendedor (a),0,,9,,pofem29633@1heizi.com
256,ACIOMAR Mendes,9/28/1996,25,18 a 30 anos,MASCULINO,CASADO,JOÃO_PESSOA,Costa e Silva,Promotor de Vendas,2,,3,,pofem29633@1heizi.com
257,5973 Pinto,11/6/1991,30,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Ernesto Geisel,Estudante,0,,2,,pofem29633@1heizi.com
258,ACISIO Alves,7/23/1989,32,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Mangabeira,Vendedor (a),0,,0,,pofem29633@1heizi.com
278,ALINE Silva,10/12/1977,44,31 a 50 anos,FEMININO,DIVORCIADO,JOÃO_PESSOA,Água Fria,Gestão Financeira,3,,8,,pofem29633@1heizi.com
279,ABDIEL Cavalcanti,7/21/1972,49,31 a 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Colinas do Sul,Gestão Pública,2,,6,,pofem29633@1heizi.com
281,ACILDO Carvalho,11/25/1983,38,31 a 50 anos,MASCULINO,DIVORCIADO,JOÃO_PESSOA,Ernesto Geisel,Logística,2,,4,,pofem29633@1heizi.com
286,ABDON Barbosa,11/5/1996,24,18 a 30 anos,MASCULINO,SEPARADO,JOÃO_PESSOA,Bancários,Segurança Pública,2,,3,,pofem29633@1heizi.com
287,ABDAO Ribeiro,7/28/1993,28,18 a 30 anos,MASCULINO,SEPARADO,JOÃO_PESSOA,Colinas do Sul,Turismo,3,,1,,pofem29633@1heizi.com
288,ADELAR Dias,7/27/1991,30,18 a 30 anos,MASCULINO,SEPARADO,JOÃO_PESSOA,Jardim São Paulo,Administração,3,,5,,pofem29633@1heizi.com
293,ACIDINO Pereira,8/21/1979,42,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Cidade dos Colibris,Vendedor (a),0,,9,,pofem29633@1heizi.com
295,ACIOLI Monteiro,4/20/1983,38,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Colinas do Sul,Vendedor (a),0,,4,,pofem29633@1heizi.com
297,ARON Costa,10/20/2000,20,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Bairros das Indústrias,Estudante,0,,5,,pofem29633@1heizi.com
299,ABDENOR Cavalcanti,5/27/1999,22,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Anatólia,Estudante,0,,0,,pofem29633@1heizi.com
301,ABADI Pereira,7/24/1995,26,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Cidade Verde,Estudante,0,,0,,pofem29633@1heizi.com
304,ACIDIO Rodrigues,7/30/1994,27,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Cidade Verde,Enfermeiro,2,,4,,pofem29633@1heizi.com
305,ADELIRIO Rodrigues,10/16/1992,29,18 a 30 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Colinas do Sul,Personal Treiner,2,,1,,pofem29633@1heizi.com
309,ABDIEL Carvalho,3/27/1989,32,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Bairros das Indústrias,Vendedor (a),0,,5,,pofem29633@1heizi.com
310,ABEDENEGO Campos,7/4/1988,33,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Distrito Industrial,Bancário,3,,4,,pofem29633@1heizi.com
312,ABELARD Freitas,6/8/1986,35,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Jardim São Paulo,Vendedor (a),0,,3,,pofem29633@1heizi.com
321,ADILSON Fernandes,1/27/1982,39,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Ernesto Geisel,Vendedor (a),0,,5,,pofem29633@1heizi.com
327,ABDENIO Moura,10/15/1975,46,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Água Fria,Administração,2,,7,,pofem29633@1heizi.com
330,ABENER Oliveira,10/19/1972,49,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,José Américo,Ciências Aeronáuticas,0,,3,,pofem29633@1heizi.com
335,ABDENEGO Freitas,1/20/1968,54,maior que 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Ernesto Geisel,Defesa e Gestão Estratégica Internacional,2,,3,,pofem29633@1heizi.com
337,ABDIAS Ribeiro,10/5/1967,54,maior que 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Colinas do Sul,Gestão Comercial,1,,6,,pofem29633@1heizi.com
338,ADILHO Araújo,9/10/1967,54,maior que 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Ernâni Sátiro,Gestão de Recursos Humanos,2,,8,,pofem29633@1heizi.com
341,ABEDON Monteiro,5/9/1963,58,maior que 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Gramame,Gestão de Turismo,3,,6,,pofem29633@1heizi.com
342,ABDORAL Pinto,5/17/1962,59,maior que 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Cidade dos Colibris,Gestão Financeira,2,,9,,pofem29633@1heizi.com
347,ABD Araújo,1/13/1959,63,maior que 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Água Fria,Negócios Imobiliários,2,,9,,pofem29633@1heizi.com
348,ACILO Barros,12/4/1981,40,31 a 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Mangabeira,Pilotagem profissional de aeronaves,3,,1,,pofem29633@1heizi.com
349,ACINELSON Cavalcanti,11/30/1960,61,maior que 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Mangabeira,Processos Gerenciais,3,,2,,pofem29633@1heizi.com
350,AKIO Campos,4/26/1961,60,maior que 50 anos,MASCULINO,SOLTEIRO,JOÃO_PESSOA,Bairros das Indústrias,Segurança Pública,2,,9,,pofem29633@1heizi.com
363,ADELINO Oliveira,1/23/1995,26,18 a 30 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Cidade dos Colibris,Musicoterapia,3,,9,,pofem29633@1heizi.com
364,ABDALLA Rocha,4/6/1994,27,18 a 30 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Cidade Verde,Naturologia,0,,1,,pofem29633@1heizi.com
370,ABDALLA Martins,11/20/1985,36,31 a 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Cidade dos Colibris,Psicologia,3,,0,,pofem29633@1heizi.com
372,ADAILTON Pinto,4/26/1982,39,31 a 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,José Américo,Farmácia,0,,9,,pofem29633@1heizi.com
374,ADETE Lima,1/4/1979,43,31 a 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Distrito Industrial,Fonoaudiologia,0,,0,,pofem29633@1heizi.com
